Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-08-20,Lead_Generation,Video,Desktop,HR,Manager,5001-10000,Technology,401953,13195,3.28,926,7.02,28965.09,2.2,196053.34,6.77,926,68.42,2.93
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-08-20,Conversions,Video,Desktop,Sales,Manager,501-1000,Consulting,598543,16697,2.79,1239,7.42,40859.59,2.45,212805.98,5.21,1239,74.05,3.21
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-20,Conversions,Single_Image,Mobile,Finance,C-Level,10001+,Consulting,330889,9994,3.02,819,8.19,26931.44,2.69,136150.16,5.06,819,74.61,3.83
Back_Group,Back_To_School_2024,Sales_Ad,2024-08-20,Conversions,Sponsored_Content,Mobile,Sales,VP,10001+,Consulting,545644,19557,3.58,1562,7.99,44978.93,2.3,303300.31,6.74,1562,69.41,4.02
Back_Group,Back_To_School_2024,Sales_Ad,2024-08-20,Lead_Generation,Carousel,Mobile,Sales,C-Level,501-1000,Technology,221214,6411,2.9,464,7.24,16087.86,2.51,87033.37,5.41,464,66.28,3.23
Spring_Group,Spring_Launch_2024,IT_Ad,2024-08-20,Lead_Generation,Single_Image,Mobile,IT,VP,501-1000,Technology,209002,6636,3.18,517,7.79,17846.92,2.69,110537.53,6.19,517,67.66,4.06
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-08-20,Conversions,Carousel,Mobile,Sales,Manager,1001-5000,Technology,367680,7625,2.07,575,7.54,14945.96,1.96,118385.71,7.92,575,75.59,3.56
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-08-20,Lead_Generation,Sponsored_Content,Desktop,IT,Director,1001-5000,Technology,434398,8775,2.02,477,5.44,25087.76,2.86,98369.75,3.92,477,64.89,3.14
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-08-20,Conversions,Carousel,Desktop,Finance,VP,501-1000,Marketing,252590,6126,2.43,341,5.57,14442.15,2.36,73986.79,5.12,341,63.93,3.99
New_Group,New_Year_2024,Sales_Ad,2024-08-20,Brand_Awareness,Video,Mobile,Sales,Manager,10001+,Education,561752,11817,2.1,896,7.58,24551.37,2.08,160804.62,6.55,896,70.29,3.67
New_Group,New_Year_2024,Marketing_Ad,2024-08-20,Brand_Awareness,Carousel,Mobile,Marketing,VP,1001-5000,Marketing,269221,7911,2.94,651,8.23,16048.65,2.03,116027.56,7.23,651,65.52,3.03
Q3_Group,Q3_Promo_2024,IT_Ad,2024-08-20,Conversions,Sponsored_Content,Desktop,IT,C-Level,1001-5000,Education,268188,8089,3.02,445,5.5,19595.48,2.42,72688.13,3.71,445,64.25,3.49
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-08-20,Conversions,Sponsored_Content,Mobile,Operations,Manager,10001+,Consulting,542740,15868,2.92,1018,6.42,43692.3,2.75,172550.43,3.95,1018,75.3,3.93
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-08-20,Conversions,Video,Desktop,Marketing,VP,5001-10000,Consulting,300752,10380,3.45,758,7.3,26760.33,2.58,144119.81,5.39,758,72.67,3.62
Flash_Group,Flash_Sale_2024,Operations_Ad,2024-08-20,Conversions,Video,Desktop,Operations,VP,5001-10000,Marketing,227023,8087,3.56,465,5.75,23443.41,2.9,89160.92,3.8,465,75.11,2.96
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-21,Lead_Generation,Sponsored_Content,Desktop,HR,Manager,5001-10000,Marketing,272096,7823,2.88,675,8.63,15550.35,1.99,142607.56,9.17,675,74.36,4.06
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-08-21,Conversions,Single_Image,Mobile,IT,VP,5001-10000,Technology,543530,11948,2.2,1039,8.7,23767.65,1.99,209678.69,8.82,1039,69.56,4.03
Black_Group,Black_Friday_2024,Sales_Ad,2024-08-21,Lead_Generation,Video,Desktop,Sales,VP,10001+,Marketing,429655,10724,2.5,589,5.49,24611.72,2.3,120024.48,4.88,589,74.94,3.72
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-21,Brand_Awareness,Sponsored_Content,Desktop,Marketing,C-Level,501-1000,Consulting,355606,10596,2.98,697,6.58,30097.04,2.84,125844.81,4.18,697,72.74,3.86
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-08-21,Brand_Awareness,Single_Image,Mobile,Sales,Manager,1001-5000,Consulting,465339,15840,3.4,1236,7.8,36515.04,2.31,246661.55,6.76,1236,68.09,2.91
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-08-21,Conversions,Video,Desktop,Finance,VP,5001-10000,Marketing,447566,12399,2.77,1137,9.17,25461.92,2.05,202836.64,7.97,1137,70.64,3.58
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-21,Lead_Generation,Sponsored_Content,Desktop,Finance,C-Level,5001-10000,Education,350861,7770,2.21,457,5.88,20592.1,2.65,91579.4,4.45,457,75.29,2.91
Summer_Group,Summer_Sale_2024,HR_Ad,2024-08-21,Brand_Awareness,Video,Mobile,HR,Manager,1001-5000,Consulting,591063,17920,3.03,1383,7.72,38561.29,2.15,256524.35,6.65,1383,65.1,3.63
Back_Group,Back_To_School_2024,IT_Ad,2024-08-21,Brand_Awareness,Carousel,Mobile,IT,VP,5001-10000,Technology,322609,9839,3.05,735,7.47,22471.62,2.28,149612.68,6.66,735,66.12,3.64
Back_Group,Back_To_School_2024,Marketing_Ad,2024-08-21,Conversions,Video,Mobile,Marketing,C-Level,501-1000,Technology,391606,10152,2.59,759,7.48,27330.45,2.69,152814.84,5.59,759,72.36,4.0
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-08-21,Conversions,Single_Image,Desktop,Sales,Director,1001-5000,Education,549963,17041,3.1,1481,8.69,37166.22,2.18,252297.67,6.79,1481,68.73,4.16
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-08-21,Brand_Awareness,Carousel,Mobile,Finance,Director,501-1000,Marketing,305795,10446,3.42,609,5.83,25340.51,2.43,123943.7,4.89,609,67.93,3.86
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-08-21,Conversions,Video,Mobile,IT,Manager,501-1000,Consulting,252659,7368,2.92,668,9.07,20116.69,2.73,128839.1,6.4,668,66.06,3.9
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-08-21,Conversions,Carousel,Mobile,HR,Manager,1001-5000,Technology,384938,10980,2.85,893,8.13,28265.58,2.57,176785.58,6.25,893,67.21,3.96
New_Group,New_Year_2024,Finance_Ad,2024-08-21,Conversions,Carousel,Mobile,Finance,C-Level,501-1000,Education,491980,9954,2.02,922,9.26,22515.75,2.26,158243.28,7.03,922,66.5,3.73
New_Group,New_Year_2024,HR_Ad,2024-08-21,Brand_Awareness,Video,Mobile,HR,Manager,10001+,Marketing,357522,10954,3.06,753,6.87,24289.31,2.22,164463.22,6.77,753,69.2,3.0
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-08-21,Conversions,Video,Mobile,Operations,Manager,1001-5000,Education,385802,11376,2.95,1019,8.96,27253.34,2.4,173085.05,6.35,1019,70.85,3.16
Q3_Group,Q3_Promo_2024,Marketing_Ad,2024-08-21,Lead_Generation,Carousel,Desktop,Marketing,Director,1001-5000,Technology,225897,6106,2.7,498,8.16,17636.57,2.89,87083.82,4.94,498,70.47,4.03
Flash_Group,Flash_Sale_2024,Operations_Ad,2024-08-21,Lead_Generation,Single_Image,Desktop,Operations,Manager,1001-5000,Education,401386,9240,2.3,708,7.66,19749.67,2.14,115510.34,5.85,708,72.24,4.07
Flash_Group,Flash_Sale_2024,HR_Ad,2024-08-21,Brand_Awareness,Single_Image,Desktop,HR,Director,10001+,Education,679564,20932,3.08,1793,8.57,45529.25,2.18,387423.42,8.51,1793,66.51,4.19
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-08-22,Brand_Awareness,Sponsored_Content,Mobile,Finance,Manager,501-1000,Education,605363,21824,3.61,1980,9.07,49603.56,2.27,340030.4,6.85,1980,66.39,3.03
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-22,Brand_Awareness,Video,Desktop,HR,C-Level,1001-5000,Technology,446800,8848,1.98,685,7.74,20648.73,2.33,113683.22,5.51,685,75.52,3.3
Black_Group,Black_Friday_2024,HR_Ad,2024-08-22,Brand_Awareness,Carousel,Desktop,HR,VP,501-1000,Marketing,157968,4090,2.59,346,8.46,8571.28,2.1,62466.29,7.29,346,65.56,3.53
Black_Group,Black_Friday_2024,HR_Ad,2024-08-22,Brand_Awareness,Single_Image,Desktop,HR,Director,5001-10000,Technology,343635,8326,2.42,696,8.36,18987.08,2.28,137743.48,7.25,696,66.95,4.25
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-08-22,Brand_Awareness,Carousel,Mobile,Sales,VP,10001+,Consulting,268786,7677,2.86,457,5.95,19343.72,2.52,81391.63,4.21,457,70.73,3.25
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-08-22,Conversions,Carousel,Mobile,HR,Director,1001-5000,Education,415311,12418,2.99,1055,8.5,33268.81,2.68,177702.12,5.34,1055,74.37,4.23
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-22,Brand_Awareness,Single_Image,Desktop,Marketing,VP,5001-10000,Marketing,606371,18044,2.98,1587,8.8,52259.34,2.9,306746.7,5.87,1587,74.78,3.14
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-08-22,Conversions,Sponsored_Content,Desktop,Operations,VP,501-1000,Technology,448589,14183,3.16,992,6.99,31809.79,2.24,169974.73,5.34,992,76.65,4.17
Back_Group,Back_To_School_2024,Marketing_Ad,2024-08-22,Lead_Generation,Carousel,Desktop,Marketing,Director,501-1000,Marketing,313648,7159,2.28,426,5.95,18796.86,2.63,74349.73,3.96,426,77.7,3.02
Back_Group,Back_To_School_2024,HR_Ad,2024-08-22,Lead_Generation,Sponsored_Content,Desktop,HR,C-Level,5001-10000,Consulting,214950,6216,2.89,323,5.2,12839.98,2.07,62149.48,4.84,323,65.53,3.24
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-22,Conversions,Single_Image,Mobile,Operations,VP,501-1000,Technology,389922,9918,2.54,912,9.2,26345.63,2.66,186441.94,7.08,912,78.1,3.44
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-22,Conversions,Single_Image,Mobile,Operations,C-Level,1001-5000,Education,489838,11350,2.32,763,6.72,32088.5,2.83,154144.08,4.8,763,73.48,2.96
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-08-22,Conversions,Carousel,Mobile,HR,Director,10001+,Education,435999,12109,2.78,1122,9.27,26386.45,2.18,229370.36,8.69,1122,72.66,4.3
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-08-22,Brand_Awareness,Single_Image,Desktop,Operations,Manager,501-1000,Technology,386386,8359,2.16,637,7.62,24502.94,2.93,113747.7,4.64,637,75.51,2.95
New_Group,New_Year_2024,IT_Ad,2024-08-22,Conversions,Video,Desktop,IT,Director,1001-5000,Consulting,587571,13088,2.23,859,6.56,26775.32,2.05,156177.12,5.83,859,72.43,3.69
New_Group,New_Year_2024,Operations_Ad,2024-08-22,Brand_Awareness,Video,Mobile,Operations,C-Level,5001-10000,Marketing,373454,8412,2.25,736,8.75,23666.71,2.81,127937.06,5.41,736,70.62,3.58
Q3_Group,Q3_Promo_2024,Sales_Ad,2024-08-22,Conversions,Carousel,Desktop,Sales,Director,10001+,Education,573466,19964,3.48,1832,9.18,40449.42,2.03,303027.53,7.49,1832,71.7,3.33
Q3_Group,Q3_Promo_2024,Finance_Ad,2024-08-22,Conversions,Carousel,Mobile,Finance,Manager,1001-5000,Consulting,190128,5728,3.01,330,5.76,14504.09,2.53,71536.6,4.93,330,64.31,3.37
Flash_Group,Flash_Sale_2024,HR_Ad,2024-08-22,Lead_Generation,Carousel,Mobile,HR,VP,1001-5000,Consulting,474455,16081,3.39,1069,6.65,44083.56,2.74,213675.78,4.85,1069,74.75,3.71
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-08-22,Brand_Awareness,Single_Image,Desktop,Marketing,VP,501-1000,Technology,538882,15574,2.89,968,6.22,31363.71,2.01,195101.47,6.22,968,67.33,3.54
Holiday_Group,Holiday_Campaign_2024,IT_Ad,2024-08-23,Lead_Generation,Single_Image,Desktop,IT,Director,1001-5000,Education,338350,10445,3.09,795,7.61,23124.83,2.21,155423.33,6.72,795,75.9,3.67
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-23,Conversions,Sponsored_Content,Desktop,HR,C-Level,5001-10000,Consulting,188319,5344,2.84,409,7.65,11036.06,2.07,87411.26,7.92,409,71.42,3.3
Black_Group,Black_Friday_2024,HR_Ad,2024-08-23,Conversions,Single_Image,Desktop,HR,C-Level,1001-5000,Consulting,334978,11640,3.47,990,8.51,32089.22,2.76,191716.03,5.97,990,69.53,3.07
Black_Group,Black_Friday_2024,Finance_Ad,2024-08-23,Lead_Generation,Sponsored_Content,Desktop,Finance,VP,10001+,Consulting,374769,8473,2.26,706,8.33,18700.56,2.21,128133.95,6.85,706,72.19,3.98
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-23,Brand_Awareness,Video,Desktop,Operations,Director,5001-10000,Education,248890,6930,2.78,495,7.14,13927.14,2.01,92781.08,6.66,495,76.4,3.52
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-08-23,Conversions,Sponsored_Content,Desktop,Finance,Manager,10001+,Technology,330089,10760,3.26,663,6.16,26021.56,2.42,140857.89,5.41,663,76.62,4.18
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-08-23,Conversions,Single_Image,Desktop,Operations,C-Level,10001+,Marketing,410437,10219,2.49,570,5.58,29230.64,2.86,113364.58,3.88,570,68.05,3.92
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-08-23,Brand_Awareness,Video,Desktop,Operations,Director,5001-10000,Consulting,524095,13865,2.65,1137,8.2,29229.29,2.11,187237.16,6.41,1137,64.11,4.14
Back_Group,Back_To_School_2024,Operations_Ad,2024-08-23,Brand_Awareness,Sponsored_Content,Desktop,Operations,VP,1001-5000,Marketing,240005,7050,2.94,645,9.15,18415.08,2.61,106475.1,5.78,645,66.98,3.93
Back_Group,Back_To_School_2024,IT_Ad,2024-08-23,Lead_Generation,Carousel,Mobile,IT,C-Level,1001-5000,Consulting,192585,4445,2.31,362,8.14,10638.48,2.39,62806.91,5.9,362,70.0,3.63
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-23,Lead_Generation,Video,Mobile,Operations,Director,1001-5000,Consulting,369662,10206,2.76,843,8.26,28664.15,2.81,160335.66,5.59,843,65.68,2.91
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-08-23,Lead_Generation,Video,Mobile,Sales,VP,5001-10000,Education,299402,9641,3.22,796,8.26,25551.4,2.65,142492.76,5.58,796,65.18,3.91
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-23,Brand_Awareness,Single_Image,Desktop,Sales,C-Level,501-1000,Technology,472989,12863,2.72,1052,8.18,34846.23,2.71,221088.76,6.34,1052,64.3,4.26
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-08-23,Lead_Generation,Carousel,Desktop,IT,Manager,501-1000,Consulting,481846,16539,3.43,1290,7.8,48565.55,2.94,214340.46,4.41,1290,75.58,3.07
New_Group,New_Year_2024,Finance_Ad,2024-08-23,Brand_Awareness,Single_Image,Desktop,Finance,VP,1001-5000,Education,552397,14762,2.67,1021,6.92,29029.19,1.97,211254.97,7.28,1021,65.14,2.88
New_Group,New_Year_2024,Operations_Ad,2024-08-23,Lead_Generation,Carousel,Desktop,Operations,C-Level,1001-5000,Marketing,390055,7654,1.96,658,8.6,22013.24,2.88,129900.18,5.9,658,64.15,3.7
Q3_Group,Q3_Promo_2024,Sales_Ad,2024-08-23,Lead_Generation,Video,Desktop,Sales,Manager,1001-5000,Consulting,261866,7716,2.95,665,8.62,22283.45,2.89,121236.33,5.44,665,73.77,3.54
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-08-23,Brand_Awareness,Video,Mobile,Operations,VP,10001+,Technology,630593,18908,3.0,1361,7.2,47845.34,2.53,249105.36,5.21,1361,66.0,3.27
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-08-23,Conversions,Single_Image,Desktop,Marketing,Manager,501-1000,Marketing,401383,8905,2.22,449,5.04,24546.27,2.76,95950.84,3.91,449,65.72,2.95
Flash_Group,Flash_Sale_2024,Marketing_Ad,2024-08-23,Lead_Generation,Sponsored_Content,Desktop,Marketing,VP,501-1000,Technology,578931,21071,3.64,1183,5.61,45258.87,2.15,204390.64,4.52,1183,71.16,3.34
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-08-24,Lead_Generation,Carousel,Mobile,Sales,Manager,5001-10000,Education,311521,10342,3.32,954,9.22,29292.58,2.83,182061.44,6.22,954,67.4,3.68
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-08-24,Conversions,Video,Desktop,Sales,VP,10001+,Marketing,680809,13697,2.01,824,6.02,39077.79,2.85,147659.76,3.78,824,69.07,4.2
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-24,Lead_Generation,Sponsored_Content,Mobile,Operations,Director,5001-10000,Education,163256,3811,2.33,345,9.05,10200.07,2.68,57777.11,5.66,345,71.32,4.2
Black_Group,Black_Friday_2024,HR_Ad,2024-08-24,Brand_Awareness,Single_Image,Mobile,HR,VP,501-1000,Education,536083,19049,3.55,1219,6.4,54176.55,2.84,211321.74,3.9,1219,76.7,3.91
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-08-24,Brand_Awareness,Single_Image,Mobile,HR,VP,1001-5000,Education,348628,11008,3.16,831,7.55,24889.61,2.26,145258.82,5.84,831,71.88,4.21
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-08-24,Lead_Generation,Sponsored_Content,Desktop,Sales,Director,501-1000,Education,279237,8550,3.06,454,5.31,18819.35,2.2,91709.12,4.87,454,72.08,3.19
Summer_Group,Summer_Sale_2024,IT_Ad,2024-08-24,Lead_Generation,Carousel,Desktop,IT,VP,5001-10000,Consulting,571928,16513,2.89,1045,6.33,41619.72,2.52,221148.06,5.31,1045,76.56,3.91
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-24,Conversions,Video,Desktop,Marketing,Manager,10001+,Consulting,376608,7915,2.1,447,5.65,19154.24,2.42,80647.48,4.21,447,66.33,3.33
Back_Group,Back_To_School_2024,Sales_Ad,2024-08-24,Brand_Awareness,Single_Image,Mobile,Sales,Manager,5001-10000,Technology,616303,19879,3.23,1576,7.93,41657.23,2.1,257264.47,6.18,1576,77.87,3.65
Back_Group,Back_To_School_2024,IT_Ad,2024-08-24,Lead_Generation,Single_Image,Mobile,IT,VP,1001-5000,Technology,582698,13773,2.36,1007,7.31,33174.71,2.41,200410.4,6.04,1007,64.55,3.37
Spring_Group,Spring_Launch_2024,HR_Ad,2024-08-24,Lead_Generation,Single_Image,Mobile,HR,C-Level,10001+,Consulting,525246,11610,2.21,703,6.06,25483.83,2.19,146007.06,5.73,703,73.66,4.21
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-24,Lead_Generation,Single_Image,Mobile,Operations,Manager,501-1000,Education,282234,9712,3.44,677,6.97,27256.98,2.81,133636.08,4.9,677,72.39,3.32
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-08-24,Conversions,Video,Desktop,Finance,Manager,10001+,Education,321334,7210,2.24,529,7.34,20050.38,2.78,95636.24,4.77,529,71.14,3.0
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-08-24,Conversions,Sponsored_Content,Desktop,IT,C-Level,10001+,Education,281046,9093,3.24,584,6.42,25853.39,2.84,107936.56,4.17,584,69.21,3.57
New_Group,New_Year_2024,HR_Ad,2024-08-24,Brand_Awareness,Sponsored_Content,Desktop,HR,VP,501-1000,Marketing,248473,6482,2.61,402,6.2,16896.94,2.61,86522.52,5.12,402,68.28,3.19
New_Group,New_Year_2024,Finance_Ad,2024-08-24,Brand_Awareness,Video,Mobile,Finance,VP,5001-10000,Technology,354816,8318,2.34,537,6.46,20678.08,2.49,89096.93,4.31,537,77.43,3.42
Q3_Group,Q3_Promo_2024,IT_Ad,2024-08-24,Brand_Awareness,Single_Image,Mobile,IT,VP,501-1000,Education,381748,13012,3.41,1056,8.12,32555.04,2.5,217771.02,6.69,1056,69.32,3.79
Q3_Group,Q3_Promo_2024,Finance_Ad,2024-08-24,Lead_Generation,Single_Image,Desktop,Finance,VP,10001+,Education,203334,4174,2.05,227,5.44,12217.26,2.93,42207.74,3.45,227,64.86,4.21
Flash_Group,Flash_Sale_2024,Finance_Ad,2024-08-24,Conversions,Single_Image,Mobile,Finance,C-Level,501-1000,Consulting,233254,7653,3.28,400,5.23,20367.95,2.66,81044.93,3.98,400,77.66,3.63
Flash_Group,Flash_Sale_2024,Finance_Ad,2024-08-24,Conversions,Video,Mobile,Finance,C-Level,501-1000,Education,363154,10442,2.88,957,9.16,21704.62,2.08,174483.96,8.04,957,70.39,3.46
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-08-25,Lead_Generation,Carousel,Desktop,Finance,VP,501-1000,Marketing,252472,5094,2.02,367,7.2,12791.67,2.51,79907.0,6.25,367,67.64,3.41
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,Operations,VP,10001+,Consulting,383487,7824,2.04,428,5.47,20262.46,2.59,92210.34,4.55,428,67.99,4.05
Black_Group,Black_Friday_2024,HR_Ad,2024-08-25,Brand_Awareness,Video,Mobile,HR,Manager,501-1000,Technology,393067,13297,3.38,1229,9.24,33319.14,2.51,245881.75,7.38,1229,75.06,3.23
Black_Group,Black_Friday_2024,IT_Ad,2024-08-25,Conversions,Video,Desktop,IT,C-Level,1001-5000,Marketing,462950,13726,2.96,1264,9.21,28864.35,2.1,212040.21,7.35,1264,74.31,2.96
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-25,Lead_Generation,Carousel,Desktop,Operations,VP,10001+,Marketing,403922,12146,3.01,614,5.06,29192.1,2.4,112938.52,3.87,614,67.45,4.14
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-25,Lead_Generation,Video,Mobile,IT,Director,10001+,Technology,541812,17332,3.2,1405,8.11,50122.93,2.89,239766.87,4.78,1405,77.21,3.04
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-08-25,Conversions,Carousel,Mobile,Sales,Manager,1001-5000,Marketing,408461,9962,2.44,509,5.11,21234.99,2.13,95524.99,4.5,509,73.67,3.49
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-25,Brand_Awareness,Video,Desktop,Marketing,VP,10001+,Education,418506,14410,3.44,1248,8.66,33727.11,2.34,214249.68,6.35,1248,68.63,4.04
Back_Group,Back_To_School_2024,Marketing_Ad,2024-08-25,Brand_Awareness,Video,Desktop,Marketing,Manager,1001-5000,Education,145740,5110,3.51,473,9.26,12001.47,2.35,95298.86,7.94,473,77.38,2.98
Back_Group,Back_To_School_2024,Marketing_Ad,2024-08-25,Lead_Generation,Sponsored_Content,Mobile,Marketing,C-Level,10001+,Consulting,307327,10543,3.43,546,5.18,30867.94,2.93,90766.57,2.94,546,74.29,2.94
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,Sales,Manager,501-1000,Marketing,276186,7942,2.88,610,7.68,19687.22,2.48,99004.67,5.03,610,71.05,3.29
Spring_Group,Spring_Launch_2024,HR_Ad,2024-08-25,Lead_Generation,Sponsored_Content,Mobile,HR,VP,5001-10000,Technology,633632,16125,2.54,1268,7.86,37240.1,2.31,252532.26,6.78,1268,64.73,3.78
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,Finance,Director,5001-10000,Technology,221228,6036,2.73,306,5.07,16727.61,2.77,66309.39,3.96,306,69.24,3.74
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Mobile,HR,Manager,1001-5000,Consulting,249247,7853,3.15,721,9.18,19576.17,2.49,133806.24,6.84,721,74.15,2.99
New_Group,New_Year_2024,Marketing_Ad,2024-08-25,Brand_Awareness,Single_Image,Desktop,Marketing,C-Level,10001+,Marketing,426649,15164,3.55,1361,8.98,33485.73,2.21,226599.05,6.77,1361,72.96,3.67
New_Group,New_Year_2024,HR_Ad,2024-08-25,Conversions,Sponsored_Content,Desktop,HR,Manager,501-1000,Marketing,279902,7385,2.64,523,7.08,14824.93,2.01,109034.29,7.35,523,64.65,2.93
Q3_Group,Q3_Promo_2024,Operations_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Mobile,Operations,Director,501-1000,Education,372198,12447,3.34,980,7.87,26835.48,2.16,161860.23,6.03,980,74.77,3.32
Q3_Group,Q3_Promo_2024,HR_Ad,2024-08-25,Conversions,Carousel,Mobile,HR,Manager,1001-5000,Consulting,198028,6135,3.1,320,5.22,17505.16,2.85,54301.76,3.1,320,67.53,4.22
Flash_Group,Flash_Sale_2024,Sales_Ad,2024-08-25,Lead_Generation,Carousel,Desktop,Sales,Director,1001-5000,Technology,301365,10499,3.48,634,6.04,24471.12,2.33,109317.25,4.47,634,76.42,3.21
Flash_Group,Flash_Sale_2024,IT_Ad,2024-08-25,Conversions,Video,Desktop,IT,Director,501-1000,Marketing,419411,10557,2.52,689,6.53,25853.64,2.45,122778.47,4.75,689,69.97,3.36
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-26,Brand_Awareness,Video,Desktop,Operations,VP,10001+,Technology,661439,19416,2.94,1176,6.06,41407.41,2.13,193513.8,4.67,1176,68.16,3.84
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-08-26,Brand_Awareness,Single_Image,Desktop,Finance,Director,1001-5000,Consulting,207747,4418,2.13,339,7.67,10049.16,2.27,63884.03,6.36,339,68.62,4.15
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-26,Lead_Generation,Video,Desktop,Marketing,Manager,501-1000,Consulting,431267,11749,2.72,916,7.8,23392.54,1.99,171917.32,7.35,916,65.96,3.23
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-26,Lead_Generation,Carousel,Mobile,Operations,VP,5001-10000,Education,312975,6776,2.17,447,6.6,16173.16,2.39,81366.08,5.03,447,67.47,3.51
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-08-26,Lead_Generation,Sponsored_Content,Mobile,Finance,VP,5001-10000,Education,504641,15075,2.99,1233,8.18,32794.59,2.18,201029.13,6.13,1233,74.56,3.29
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-26,Brand_Awareness,Carousel,Desktop,Operations,C-Level,1001-5000,Marketing,309248,9078,2.94,622,6.85,23223.72,2.56,133705.27,5.76,622,76.09,3.2
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-26,Lead_Generation,Video,Desktop,Finance,C-Level,5001-10000,Education,350924,11128,3.17,569,5.11,24176.75,2.17,123535.28,5.11,569,77.51,3.34
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-08-26,Brand_Awareness,Sponsored_Content,Mobile,Sales,C-Level,1001-5000,Education,210081,4663,2.22,387,8.3,12279.56,2.63,71774.15,5.85,387,67.35,3.53
